src,trg,pred
,,<unk> A little boy showing his his . . . . . . . . . . . . . .
Ein Eine Jemand Ein Ein Ein Eine Zwei Eine Ein <unk> Eine Zwei Ein Ein Mehrere Zwei Drei Ein Ein Schwimmer Ein Ein <unk> Zwei Kinder Eine Jungen Eine <unk> Ein Der Ein Diese Ich Ein Menschen Zwei Eine Eine Eine Ein Ein Ein Ein Mann Mehrere Ein Ein Ein Da Ein Während Junge Kleines Ein Ein Drei Zwei Ein Eine Ein Ein Zwei Ein Zwei Zwei Zwei Ein Eine Ein Ein Eine Ein Ein Vier Eine Ein Drei Ein Eine Ein Der Ein Eine Ein Der Mutter Ein Zwei Dem Ein Zwei Zwei Auf Zwei Zwei Ein Drei Footballspieler Mehrere Zwei Drei Eine Zwei Ein Eine Eine Eine Zwei Eine Bauern Bei Eine Eine Zwei Zwei,A A Someone A A A A Two A A Roller A Two One A Multiple Two Three A One Swimmers A A Colorful Two Children A Boy A <unk> A The A These I A People Two A A A A A A A Man A A A A There A A Young Toddler A A Three Two A A A A Two A Two Two Two A A Man A A A One Four A A Three A A A The A A A The Mother A Two A An Two Two At Two Two A Three Football Several Two Three A Two A A A A Two A Farmers At A A Two Two,<unk> A man in a gray t - shirt is to to to fire a in in in a in a a . . . . .
Mann Frau in junger Typ junger Läuferin Männer Gruppe stehender fährt Frau Motorradfahrer Mann Mann Körper Menschen Männer dunkelhäutiger Mann stehen kleiner Junge kostümierte Boxer treiben Künstlerin treten Gruppe in Mann Junge Baby Menschen sehe junger fahren Männer <unk> Gruppe Person Mann Mann tätowierter kleines mit junge kleiner kleines Mann wird Kind eines Frauen Kind Mann Sohn Männer Männer Soldat Gruppe Mann kleiner Männer Fahrradfahrer <unk> Männer Männer Mann Gruppe Mann Rennkatamaran Gruppe Mann Mann kleine Gruppe <unk> Hunde Mann Gruppe Mann <unk> Team Gruppe Mann Typ und kleiner Fahrradfahrer Mädchen <unk> Menschen Fahrradfahrer einer schwarz Männer Kickboxer Menschen haben Männer indische Kinder Gruppe Frauen Junge Frau brünette Gruppe Chinesen Person betreiben einer Gruppe ältere Männer Frauen,man woman in young guy young competitive men group standing derby woman motorcyclists man man bodies people men dark man stand young boy costumed boxers are female 's group in man boy baby are see young boating men boy group person man middle tattooed little wearing bunch young little man is child soccer women in man son men men soldier group man young men biker female men men man group and racing group man man young group <unk> dogs man group man bike team group man guy and little bicyclists frisbee <unk> people bicyclists a men men kickboxer people players men Indian children group women boy woman brunette group chinese person are some bunch elderly men women,<unk> A woman is in front of trees trees . . . . . . . . . . . . .
"in steht einem Footballspieler mit Mann <unk> , von Mann mit holt <unk> steht mit prallen , auf Mann mit auf indischer in Männer sind Sport singt in von Uniformen füllt springt in sind einen Mann mit in Boy von in hält im Mann Mädchen blauem Erwachsene Junge Mädchen stellt abends kommt Fußballspiels und in in und treten beobachten blickt von übt Junge aus in , auf decken mit von und wird von hält auf Kinder von fährt spielen schlägt von sieht Radfahrer von von in mit Tochter Junge fahren wird arbeitet essen fahren Bowlingbahn gekleidete , landet laufen Schwierigkeiten beten Kinder stehen von gehen sitzt steht Frau von stehen in tagsüber Art von weißhaarige stehen in","in standing Asian football in man runner , of man girl getting racing standing with collide , on - , on indian in men are playing performer are of uniforms stuffs leaps in people a man on wearing band of dressed is - man girl blue of boy girl adjusts a snowboarder game and a in and competing are is of jumps boy on wearing <unk> on guard wearing of women catamaran of holding on kids of rides are plays of watching leader of of in with daughter boy are is working eat ride bowling in , lands are struggle are children standing of are is standing woman of people wearing performing sort of white are wearing",<unk> Someone in a Asian and sitting on a holding a sword . . . . . . . . . . .
"einem vor asiatischen bringt einem macht ihren einer Freunden hält anderen sich Kopf allein einer bei von Pferden in einem den Junge einem bei bereit auf und einer Schwarzen marschieren ein mit einer um bärtigen fährt dem <unk> Group <unk> Winterkleidung eine mittleren in spielt Helm starren in in in ein mit versuchen Kinder einem einem seine bei einen durch kleinen Seilspringen und gegnerischen einem von schnellen den <unk> Männern mehrere im <unk> der einer spielen Arbeitern bei im die Mädchen zu <unk> Fußballspielern Menschen einem den in verwendet auf eine an Hamburger an hält Männer von einen auf , , in nahe Menschen den auf auf steht drei an Bluejeans ihre Jahrmarkt Polizisten Frau an Rot","a in costume player a gets taking one friends holds skating a neck alone a in one horses skinned wearing various boy a in ready a sings competing black march a of a gathered bearded is a martial and go in giving aged wearing plays helmet young in in the tennis coming is children green a his in observing looking young rope and opposing a , fast the riding men look is <unk> a stage playing workers a playing a girls as pedals soccer people a the wearing using racing being on hamburgers down alley black one a running to praying in near people walking sitting on is three are blue their of police - standing red",<unk> A young football player is for for a a . . . . . . . . . . . . .
"grauen Bäumen Kostüm sich leuchtend sich ersten in liegt ein Rollschuh eine an auf <unk> einem denen während weißen <unk> verschiedenen sitzt Kapuzenpullover einer zum einem spielt Kampfsportart in in Huhn einem Wippe den Mann mit Boot üben , braust posiert Präsentation Alter einer mit <unk> konzentriert Grün einem der <unk> dem zwei in grünem Rollstuhl Eltern einem anderen ein Jungen , ein Teams gelben denen Motorrädern Mann und in Frauen Wasser geht Kamera Bühne mit hört einer Wasser Trommel spielt , um steht in bunten Jeansshorts <unk> einen einer Frisbeescheibe einem auf Menschen ein mit denen <unk> einer bei während formeller beieinander läuft Strand einem einem auf Freunden einer und <unk> stellt steht sieht Telefonzellen und","gray front is is bright ready her in lay a with bag and on <unk> a dressed during man a levels sitting hoodie a for sport and in people in <unk> his bouncy around man skateboarding lake arts no - winter a man overalls with <unk> adults green a engine match to played in shirt wheelchair parents a another at boys while girl teams yellow one motorcycle man boots in through lifted walking drinking , with are large in drum playing a for players in bright jean <unk> a each thrown a on the , clothes black flying a get while formal each are down on a standing friends standing jeans <unk> carnival officers haired at and",<unk> A guy in a bright green green is a a crosswalk while a a a amusement cars and bicycle . bicycle . . . .
"T-Shirt und sitzt für grünen bereit <unk> Blau ausgestreckt Mikrofon . Tüte Kopf einem , Fußballspiel der eines Shorts sitzt Stufen da wirft Aufführung Kampf Sportplatz Gitarre gegeneinander orangen einer mit <unk> und Tisch und dem auf einen jemand um mit vor legt Latzhose einem sich auf übt gepunkteten Nähe in Snowboard Männer einem Shirt und nehmen <unk> , Fernglas macht während Mädchen rennen Shirt eine sausen mit einem Kostümen sehen auf mit ein spielt leeren den Parade . und ein wie sein zusammengedrängt lilafarbenen Hemd macht posieren Bohrer unbefestigten <unk> Patienten Gartenstühlen vorbei Mann einer der im roten ihren sie Tracht an . entlang Felsen Bein dem unterhält Wandtafel rotem . ein vor in im ein","T of sitting setting green to first blue sprawled microphone others of neck a who soccer as a in hooded of down is performance their on plays martial performing a from bed seat the and on with clothing one cart clothes presentation is on an into stare practices dotted of being a as a is and are hurdle as binoculars race a are race shirt with speeding with and costume milk onto down glass playing empty listening green the and a woman his is purple shirt shorts in drill other to patient lawn street a with and knee race plays standing costume other running the a high on are by and during , are woman telephone a",<unk> A young man is ready to throw a soccer ball . . . . . . . . . . .
"<unk> lächelt da ein Kapuzenpullover , in und auf vor Eis um Gehweg der aufeinander eine Rennens und an eines und einen . , . vor an T-Shirts Parade Zutaten aus ein versammelt eine Skateboard einem Kampfsport hätte die einem einer am hält <unk> auf ihre das Kleid des diesem zum , Dorf putzt einem ein gegeneinander während in einen ihm lachen in vollführt einen auf dem Helm spielt Milchkästen einen amerikanischen <unk> Gitarre Behältern Anweisungen auf ein Spiel eine Leben und T-Shirts spielt im für , Straße , , , die in grünen eine Gesicht Bahn <unk> am führen einem und und auf Gehweg sich . Pullover Mann einem ihre Freien Mann","- trees down up hoodie kick <unk> and out in . ice around sidewalk does match a race white sweatshirt a thinking throwing . fight a the arts in parade ingredients with and table elderly a the are even riders poses in taping a miniature traffic in juggling dress a played stop two village brushing wearing taking race he into on crowd laughing toward pulls a around the a play crates one the at a <unk> to tractor water a game fires life huddled shirts is is <unk> to on the , chairs past man blue one into around through at happily and . beach rock cliff the conversing a a the a standing is booths man",<unk> A female student is their daily in in a competition . . . . . . . . . . .
"den . und <unk> überquert einen einem der dem einem bei eine und keine . wie . einem einem großen denkt Gegenstand während einem . tritt und aus dem stehender und ältere auf See aus ein Gokartbahn Schneemann Menschenmenge Knie ein , einem Computermonitore <unk> blickt Wassers Stadion Stehen den , sich roten Gruppenfoto an dieser die Wettlauf eine miteinander Richtung ein lilafarbenen einer Basketball reitet Musik voll <unk> Flaggen entgegen mit . eines einem kleiner zu Frau , hat und auf Skatepark ein um um während während während Straße einem und schwarz seines um durch Ende fröhlich hohen tragen blickt einer und in biegt Zuckerwatte Bus Kasse . ,","shirt and and for is a in one on front at a adjusting n't . nun . shirts , large about an as field guitar . orange while in a a playing lady cement sun practicing matches are with front up stage electric on <unk> in looks boat at men , his a a . puts the a of together a of purple a basketball helmet music full <unk> road the guitar . instruction down . little on a as and and playing at customs make a girl while while people in and white the a a the performing next carrying , on sidewalk inside chalkboard red day man outside looking outside coming","<unk> Two men , one in blue and the other red , are in a boxing match . . . . . . . ."
"<unk> hält in einen Fußball Wettkampf andere Boden Mann einem Kurve rückt Beine eine ärmellosen Springbrunnen <unk> über in die Mikrofon vor spielen einer Bett Junge spielen Dame einer , . <unk> . und . eines Mikrofon der Fahrrad , auf nach den ausgetragen Ball wobei unter Jogginganzug in . am Berglandschaft an Menschenmenge , eines <unk> Sport-BH Rennstrecke während auf . mit gehoben und . <unk> Kollegen großen Junge Pferd an als eine hellbraunen einer ein Foto ein die das ein ein entlang schwarzen einer und Gegners die die eines einen blauen dabei in hohen blickt einem um her . und der","works smiling holding a crossing soccer a in the of a corner his have and and sitting diving his object the . in shirts playing a karate standing Jenga sharing block through martial someone racing a of the holding circuit a at a back near night attempt with teeth red group the mountainous snowy people as soccer an sports corner during is . of in with camera with from the boy horseback gun competing having tan trumpet the are a dirt while a a while a red , face red tough end a to boards looking one looking of . sweater . is a inside . out",<unk> A group of friends lies on on the the enjoying enjoying the . . . . . . . . . .
", dabei Stellung Fußgängerüberweg zu . in und mit Laden . seine hat Nonne schwarzen und in seine einen Menschenmenge . einem dabei blauen . , Jenga , <unk> während schicken ist jüngeren auf aus in während einem hinten Motor . vor eine <unk> trägt einer nassen . einem dabei während Fußballs Kunststück trägt um eines einem <unk> . anderen im zu grünen schlägt . einem konkurrierende <unk> Hosen Trompete paar . Loch Wette andere Mann dritter und T-Shirt roten der . Wette <unk> Tisches <unk> Holzpfahl Bretter das Klippe die Haus die . blickt aus",the . a field a ball competition red floor a store . hat legs the a at board future into crowd front in flute blue kick boy . a wall the arts should around snowman a knee a consisting bicycle their parking towards the in to a with jogging picture finishing landscape day watch the ball incredible bra on a riding records the american . lights a road hits . with countries a pants . skate posing hole track the man third talking black bowties play of track line of ritual a and at leg down a us making bus her of,<unk> A man with holding a microphone in front of a man with a guitar . . . . . . . . .
"um ein . , schießen Rot genießt einer . Mütze , gekleidet Shirt beobachtet einem Zukunft schmutzigen erwartungsvoll eingezäunten <unk> Schüssel die . die . in sollen dabei <unk> einer drei den sie Parkplatz zu eines ihrem einzelne Aufsicht eine Kirche Zement verschneiten zusieht das . in , eine Spiels weißen oder <unk> Hintergrund . Traktor seine Schießstand <unk> Diskussion geht . Kunststücke in . Mädchen die eine unterhalten eine Fliege andere . Linie mit Tanz . und Tal und Straße . Ecke durch einer","<unk> sword goal crosswalk . . , enjoying man . . is other black a complex . a watches of front - bowl . surrounded bowl . clouds . have a surrounded crowd of microphone of . computer lot a water this reach single a suit in touches . . him girl . trick , a game a or water flags in colleague during his a gain serious all park for in . other holds drinks . shirt are their his . . a dance tall flippers the looking the home turning cotton . register a",<unk> The racing are with in the . . . . . . . . . . . . . . .
"ein Schwert während . , die Gitarre zurecht geht ist macht die Raum nach Swimmingpool zusieht Park Instrumente . von sich der . von , Bühne <unk> Verkehr gegeneinander . einer Boots jeweiligen Frau mit Fackel auf letzte Tag . Mädchen der kämpfen Kurve in Pferd Bildern die . die <unk> lächelnd von . gemeinsam auf ein darum Lampe Dose sich Bowlingkugel treten weiß zu Essen auf Flossen unter blickt hinunter einer ihre <unk>",to . . while compete their holding walking in sleeveless fountain in dirty with a of like . by of in <unk> go by . a . three monitors . woman . stadium the woman yellow is a on . holds in battle racetrack at white pictures . and the . a own smile his discussion walking doing a a girl the a is performing guitars opponent table . blue . valley over road . the candy and port,<unk> A woman is a sample ice ice cream store store . . . . . . . . . . .
"Feuer . er treten gemeinsame . . neben und mit Menschen , . . . auf . Spielzeug eine Ferne einer der . und ein spielen Frau ein Gegner in einer . . Hand . ein Luft in . der und durch Straße Straße , eine hinten in seinem Holzstück zu hält Limonade dabei und vor ist <unk> stehen . . ihm über . Ziegelmauer <unk> Toilette","start looking in time a with a shirt watching a swimming anticipation microphone a instruments toys food the a - snow younger light as in . ball focused toothbrush carrying church wet up the it . dusk horse on other background parade , at tail . in tricks picture piece appears light can holding in and . of wooden below a . corner . looking -",<unk> Two motorcyclists are head head their to a a . . . . . . . . . . . .
"im zu in Zeit einem der seinem der dessen . umgeben Schüssel die schneebedeckten auf einer . . in . zu die gelben <unk> Handzeichen . einer Dämmerung das , entlang entlang kleine Pistole <unk> dieselbe Fahrrad zu bitten . trinkt . blickt einer , . . . einen . hindurch kommt","a at a together guitar another <unk> flips the room pool . . fenced . . . distance <unk> cart covered football bulbs they a before on , a . cement a air out . , sale military . . little a . the on . of to . of a front sing food post . river of through a",<unk> A man is alone on a sidewalk and adjusts his . . . . . . . . . . .
<unk> einem einem . anderen andere Skateboard Stadt Wände sind mit Sonne Landschaft einem Batterie einem erreichen Kamera Zahnbürste . macht Arena ab Pferd die . . Trommel <unk> . Richtung . machen scheint . die Menschenmenge stehen Fluss . .,fire an boxing . . man <unk> his people with . off . . track landscape player and competitively black their the while torch . hand . in and . flags drum firing same his wood be soda bowling of into . . . a her -,<unk> A man with a safety - is not is is next next next to another in is a . . . . . . .
einer Unfall Boxkampf Mann ein einen . mit . Essen durch umgeben <unk> besteht schwarzen . blickt die . . . springt zum . . . . . Bahn auf im .,on accident match who t skateboard of figures park . . who a game dress <unk> camera being . sign an the . . range direction bike . asking . ball a microphones brick glasses <unk>,<unk> Several group of in a soccer game . . . . . . . . . . . . . .
"Holzhütte zwischen gegeneinander , <unk> Flip Figuren teilen die . sitzt . Kleid . Zähne über Verkauf hinunter . Freien",a between . is - on the from . is battery . . opponent . supervised . arena horse . . . for and crowd as wall . .,"<unk> Two people , one in a a red and and other wearing a a , , - shirt are in a a race in car a . . area ."
"in ein an der trägt auf aus . Wolken , . . ein stehen . ,",brick some <unk> shirt a city <unk> sitting . . by . is it looking . they .,<unk> Three men on horses during a race . . . . . . . . . . . . . .
"Gang paar . zu , einer der bricht einen Hindernis . spielen","oven cars into , cement . painted on mom jumping . down stand",<unk> A black man white white shorts shorts shorts and a black black black shirt is skateboard on a cement surrounded by by large buildings . buildings .
zu Autos einem rennen Betonfläche <unk> . <unk> . Gitarre,inside and a running surface on a . a the outdoors,<unk> A man with sitting a rice is is a at a fountain watching watching people . the city . . . . . . . .
"bringen und Marathon bei , bemalt an und",a a marathon in surrounded the <unk> hurdle lane .,<unk> Swimmers are on the the steps steps large large board in with walls with walls walls . . walls walls . . . .
. einem <unk> einem die sind . singen,wooden bike . a by wall table . .,<unk> A little Indian boy is sitting and and his his his his Legos . . . . . . . . . . .
Fahrrad ist Wettlauf von . in,shed . foot tall . .,<unk> A boy in a hoodie throws throwing an object into a dirty pool . . . . . . . . .
blickt . in großen ein,. race buildings,<unk> The guys are in a performance . performance . . . . . . . . . . . . . .
. einem Gebäuden Mikrofon,past and,<unk> Two boxers are ready to some while while the crowd watches . the crowd watches . . . . . . . . . .
bewaldeten und .,onlookers palm,<unk> Children are on on on a a sports field . . . . . . . . . . . .
Gebiet Palmen,in trees,<unk> A female singing singing and playing guitar guitar in a of a microphone . . . . . . . . . .
an umgeben,a .,<unk> Boys compete in competing in a arts . . . . . . . . . . . . . .
Zuschauern ist,wooded,<unk> A group of guys in orange t blue uniforms are in of a fenced . . . . . . . . . .
vorbei .,area,<unk> Street in uniforms marching marching band parade playing instruments instruments instruments instruments instruments . . . . . . . . . .
.,.,<unk> A man fills a chicken with a out of a bowl bowl bowl . . . . . . . . . .
,,<unk> The boy is jumping a fire with a . . . bed . . . . bed . . . . . bed . . bed
